name,popularity
Dhaba Style Egg Curry Recipe in Electric Pressure Cooker,700
Bengali Jhinge Narkol Chenchki Recipe - Stir Fried Ridge Gourd With Coconut,700
Spicy Mullangi Thogayal Recipe (Radish Chutney),700
Sobji Diye Bhaja Muger Dal Recipe - Bengali Style Moong Dal with Winter Vegetables,"[<span id=""recipenumvotes"">7337 ratings.</span>]"
Pudina Lehsun Laccha Paratha Recipe - Mint Garlic Layered Paratha,700
Kasuri Methi Paneer Sabzi Recipe,"[<span id=""recipenumvotes"">3229 ratings.</span>]"
Kesar Paneer Ki Kheer Recipe - Cottage Cheese Milk Pudding,"[<span id=""recipenumvotes"">3036 ratings.</span>]"
Jeera Hing Aloo Recipe - No Onion No Garlic Recipe,700
Nutty Aloo Paratha Recipe,"[<span id=""recipenumvotes"">2521 ratings.</span>]"
Sweet Corn And Raw Mango Salad Recipe,"[<span id=""recipenumvotes"">1468 ratings.</span>]"
Bhindi Masala Gravy Recipe - Ladies Finger In Tomato Onion Gravy,700
Chichinda Ki Sabzi Recipe -Uttar Pradesh Style Snake Gourd Stir Fry,"[<span id=""recipenumvotes"">8657 ratings.</span>]"
Aloo Raswala Sabzi Recipe,700
Punjabi Style Boondi Kadhi Recipe,700
