name,popularity
Hari Dhania Ki Sabzi ( Fresh Coriander leaves Dry Curry) Recipe,"[<span id=""recipenumvotes"">2422 ratings.</span>]"
Plain Dalia Recipe- How To Cook Broken Wheat In Pressure Cooker,"[<span id=""recipenumvotes"">11950 ratings.</span>]"
Kongunadu Urulai Kurma Recipe (Curried Potatoes from Kongunadu),700
Hara Dhania Paratha Recipe - Coriander Paratha,700
Manipuri Style Mangal Ooti Recipe - Yellow Peas Curry Recipe,700
Goan Style Recheado Bangdo Recipe | Stuffed Mackerel,"[<span id=""recipenumvotes"">2270 ratings.</span>]"
Karlyachi Ambat Goad Bhaji Recipe - Maharashtrian Sweet & Sour Karela Sabzi,700
Goan Vegetable Curry Recipe,"[<span id=""recipenumvotes"">8184 ratings.</span>]"
Pacha Manga Pachadi Recipe - Raw Mango Pachadi,700
Baingan Methi Ka Bharta Recipe with Pomegranates,"[<span id=""recipenumvotes"">766 ratings.</span>]"
Mangalorean Manoli Curry Recipe - Indian Gherkins Curry,"[<span id=""recipenumvotes"">6338 ratings.</span>]"
Vendakkai Vengayam Sambar Recipe (Okra in Tangy Lentil Curry),"[<span id=""recipenumvotes"">1195 ratings.</span>]"
Karnataka Style Harive Soppu Bendi Recipe (Amaranth Leaves Cooked in Coconut Broth),"[<span id=""recipenumvotes"">2201 ratings.</span>]"
Andhra Style Patoli Recipe (Dal Usli/ Crumbled Dal Recipe),"[<span id=""recipenumvotes"">6369 ratings.</span>]"
Goan Style Black Chickpeas And Cucumber Masala Recipe (Taushem Tondak),700
Karatyacho Fodi Recipe - Pan Fried Bitter Gourd,"[<span id=""recipenumvotes"">445 ratings.</span>]"
Ringan Methi Nu Shaak Recipe - Gujarati Style Eggplant & Fenugreek Leaves Sabzi,700
Hyderabadi Bagara Baingan Recipe - Brinjal In Spicy Peanut Curry,700
Mudaliar Style Omelette Curry Recipe,"[<span id=""recipenumvotes"">3510 ratings.</span>]"
Kerala Style Mutton Pepper Fry Recipe,700
Mini Onion Vada With Vengaya Sambar Recipe - Pan Fried Fritters in Tangy Lentil Curry,700
Karwar Style Bibya Usal Recipe (Spiced Cashew Nut Sabzi),700
Stuffed Mooli Paratha Recipe With Radish Greens,"[<span id=""recipenumvotes"">1998 ratings.</span>]"
Masala Couscous Pulao Recipe,"[<span id=""recipenumvotes"">10291 ratings.</span>]"
Puli Keerai Recipe (Tamarind Spinach Curry),"[<span id=""recipenumvotes"">3545 ratings.</span>]"
Methi Malai Paneer Recipe,"[<span id=""recipenumvotes"">3054 ratings.</span>]"
Kaju Butter Masala Recipe,"[<span id=""recipenumvotes"">6464 ratings.</span>]"
Batata Saragva Nu Shaak Recipe-Spicy Aloo & Drumstick Vegetable,700
Jain Style Dal Makhani Recipe,"[<span id=""recipenumvotes"">5555 ratings.</span>]"
Rava Fried Prawns Recipe,"[<span id=""recipenumvotes"">10139 ratings.</span>]"
Nadan Tomato Curry Recipe (Kerala Style Tomato Curry),"[<span id=""recipenumvotes"">9172 ratings.</span>]"
Chicken Chops Recipe,"[<span id=""recipenumvotes"">4954 ratings.</span>]"
Shimla Mirchi Panchamrut Recipe | Konkani Capsicum Cashew Peanut Sabzi,700
Dahi Achari Bhindi Recipe,"[<span id=""recipenumvotes"">6408 ratings.</span>]"
No Onion No Garlic Rajasthani Gatte Ki Kadhi Recipe,"[<span id=""recipenumvotes"">7076 ratings.</span>]"
Pahari Style Phanu Recipe - Delicious Mixed Dal,"[<span id=""recipenumvotes"">2409 ratings.</span>]"
Tawa Tandoori Roti Recipe,"[<span id=""recipenumvotes"">4898 ratings.</span>]"
Soya Chunks Masala in Coconut Milk Recipe,"[<span id=""recipenumvotes"">6148 ratings.</span>]"
Khatti Arbi Ki Sabzi Recipe - Colocasia In Yoghurt Curry,700
Kolambi Bhaath Recipe (Maharashtrian Prawn Rice),"[<span id=""recipenumvotes"">4157 ratings.</span>]"
Methi Turai Ki Sabzi (Fenugreek Leaves And Ridge Gourd Stir Fry),700
Sindhi Pakwan Recipe - Crisp Delicious Puri,700
Kerala Style duck curry with Coconut Milk Recipe,700
Doddapatre Soppina Chitranna Recipe (Spiced Indian Thyme Rice),700
Broccoli Paratha Recipe,"[<span id=""recipenumvotes"">2204 ratings.</span>]"
South Indian Paniyaram Recipe - 3 types - Classic| Carrot & Spinach,700
Gutti Dondakaya Vepudu Recipe - Stuffed Ivy Gourds | Stuffed Tendli | Kovakkai,700
Milagu Rasam Recipe - Miriyala Charu | Pepper Rasam With Fresh Ground Rasam Powder,700
South Indian Poli Recipe - Boli | Obbattu | Bobbatlu | Holige,700
Ajwaini Tamatar Bhindi Recipe,"[<span id=""recipenumvotes"">2929 ratings.</span>]"
Kumror/Kaddu Posto Recipe (Spiced Pumpkin with Poppy Seeds and Tomatoes ),700
Chow Chow Sambar Recipe (Chayote Squash Sambar),700
Burnt Garlic Veg Fried Rice Recipe,"[<span id=""recipenumvotes"">8748 ratings.</span>]"
Padpe Uppukari -  Harive Soppu Palya Recipe,"[<span id=""recipenumvotes"">6961 ratings.</span>]"
Gujarati Vaghareli Mag Recipe - Whole Green Moong Dal Sabzi Recipe,700
Capsicum In Coconut And Peanut Gravy Recipe,"[<span id=""recipenumvotes"">2284 ratings.</span>]"
Mughlai Aloo Matar Gobi Recipe,700
Shahi Dal Recipe,"[<span id=""recipenumvotes"">1120 ratings.</span>]"
Potato And Peas Curry Recipe In Coconut Milk Gravy,700
Arbi Jhol Recipe -Uttar Pradesh Style Colocasia & Lotus Seeds Sabzi,"[<span id=""recipenumvotes"">2792 ratings.</span>]"
Fansi Muthia Nu Shaak Recipe - Green Beans With Gram Flour Dumplings,700
Masoor Dal Makhni Recipe,"[<span id=""recipenumvotes"">4219 ratings.</span>]"
No Onion No Garlic Cabbage Kofta Curry Recipe,"[<span id=""recipenumvotes"">3747 ratings.</span>]"
Tadkewali Masoor Dal Recipe - High Protein Masoor Dal Recipe,700
Cheesy Aloo Paratha Recipe,"[<span id=""recipenumvotes"">3428 ratings.</span>]"
Pui Shaager Chorchori Recipe - Mixed Vegetable Curry With Malabar Spinach,700
Vazhakkai Milagu Kootu Recipe - Plantains Pepper Curry,"[<span id=""recipenumvotes"">3265 ratings.</span>]"
Goan style Caril De Camarao Recipe (Prawn Curry Recipe),"[<span id=""recipenumvotes"">1229 ratings.</span>]"
Sindhi Karela Bhaji Recipe - Sindhi Style Bitter Gourd Sabzi,700
Goan Lady Fish Curry Recipe - Muddoshi Hooman,"[<span id=""recipenumvotes"">3599 ratings.</span>]"
Chettinad Chicken Roast Recipe | Chicken Ghee Roast Recipe,700
Chettinad Chicken Recipe | Pepper Chicken Dry | South Indian,700
Andhra Pepper Chicken Recipe - Dry Restaurant Style Pepper Chicken,700
Methi Murgh Recipe - Chicken with Fenugreek Leaves,700
Bhopli Mirchi Chi Peeth Perun Bhaji Recipe,"[<span id=""recipenumvotes"">7228 ratings.</span>]"
Gujarati Style Bhakri Recipe-A Multigrain Flat Bread,700
Hyderabadi Vegetable Biryani Recipe | Vegetable Dum Biryani,700
Hariyali Machali Recipe - Carp Fish In Green Spinach And Coriander Gravy,"[<span id=""recipenumvotes"">1970 ratings.</span>]"
Goan Chana Ros Recipe (White Peas Curry),"[<span id=""recipenumvotes"">8604 ratings.</span>]"
Himachal Style Pahari Sidu Recipe -Stuffed Bread Recipe,"[<span id=""recipenumvotes"">2823 ratings.</span>]"
Kerala Style Beetroot Pachadi Recipe,"[<span id=""recipenumvotes"">20033 ratings.</span>]"
How to Make Homemade Jalebi Recipe,700
Sorakkai Kozhukattai Paal Kuzhambu Recipe - Bottle Gourd Curry,700
Aloo Bhindi Masala Gravy Recipe,700
Mushroom Tikka Masala Recipe (Mushroom & Bell Peppers In Spicy Tomato Gravy),"[<span id=""recipenumvotes"">4160 ratings.</span>]"
Khatte Chole Recipe - A Delicious North Indian Chana Masala,700
Sookha Aloo Matar Methi Sabzi Recipe,"[<span id=""recipenumvotes"">4546 ratings.</span>]"
Chicken Cooked in Banana Leaves Recipe,"[<span id=""recipenumvotes"">3197 ratings.</span>]"
Kashmiri Style Dum Oluv Recipe - Dum Aloo Recipe,700
Karwar Style Khatkhate Recipe (Mixed Vegetable Curry With Toor Dal & Coconut),700
Raw Mango Dal Fry Recipe,"[<span id=""recipenumvotes"">1069 ratings.</span>]"
Bihari Aloo Bhujiya Recipe,700
Arbi Ka Saag Recipe,"[<span id=""recipenumvotes"">747 ratings.</span>]"
Gajar Pulao Recipe - Spiced Carrot Rice,700
Gehu Bajra Thepla Recipe - Bajra Masala Paratha,700
Narthangai Curry | Sweet and Sour Citron fruit Curry,"[<span id=""recipenumvotes"">1061 ratings.</span>]"
Bengali Style Kaddu Lobia ki Sabzi with Panch Phoran Masala,700
Konkani Style Alasande Randayi Recipe-Black Eyed Beans and Yam Gravy,700
Lauki Badi Ki Sabzi Recipe,"[<span id=""recipenumvotes"">2482 ratings.</span>]"
Pakistani Chickpeas Pulao Recipe With Sweet Hot Date Onion Chutney,700
Palak Gobi Sabzi Recipe (Indian Style Cauliflower with Spinach),700
Parangikkai Keerai Kuzhambu Recipe (Pumpkin Spinach Curry),700
Missi Roti Recipe (Spiced Gram Flour Flat Bread),700
Chettinad Paruppu Urundai Kuzhambu (Steamed Lentil Balls Cooked in a Tangy Curry) Recipe,"[<span id=""recipenumvotes"">14890 ratings.</span>]"
Foxtail Millet Pongal Recipe,"[<span id=""recipenumvotes"">6040 ratings.</span>]"
Healthy Methi Matar Malai (No Cream) Recipe,700
Konkani Style Southe Koddel Recipe-Mangalore Cucumber in Coconut curry,700
Parsi Style Vegetable Dhansak Recipe- Parsi Vegetable Dal,700
Kongunadu Style Vetrilai Sadam Recipe - Betel Leaves Rice,"[<span id=""recipenumvotes"">3984 ratings.</span>]"
Sesame Peanut Potato Mix Recipe,"[<span id=""recipenumvotes"">1546 ratings.</span>]"
Vankaya Ulli Karam Recipe - Eggplant In Spicy Onion Gravy,"[<span id=""recipenumvotes"">5060 ratings.</span>]"
Konkani Style Karate Batate Puddi Sagle Recipe - Bitter Gourd & Potato Curry,700
Pandu Mirapakaya Pachadi  - Andhra Red Chilli Chutney Recipe,700
Fruit Pachadi Recipe,"[<span id=""recipenumvotes"">1067 ratings.</span>]"
Chingiri Paturi Recipe,"[<span id=""recipenumvotes"">692 ratings.</span>]"
Green Chilli Vegetable Recipe,"[<span id=""recipenumvotes"">3299 ratings.</span>]"
Hariyali Tawa Fish Fry Recipe,"[<span id=""recipenumvotes"">2460 ratings.</span>]"
Aloo Gobi Matar Ki Sabzi Recipe,700
Radhaballabhi Recipe (Bengali Stuffed Poori With Spiced Urad Dal),"[<span id=""recipenumvotes"">3797 ratings.</span>]"
Gobi and Soya Keema Recipe,700
Tamil Nadu Style Kothamali Aval Upma Recipe - Coriander Poha Recipe,"[<span id=""recipenumvotes"">7149 ratings.</span>]"
Kashmiri Style Rista Recipe - Mutton Kofta Curry,"[<span id=""recipenumvotes"">3890 ratings.</span>]"
Milagu Keerai Poricha Kootu Recipe - Palak And Moong Dal Kootu,"[<span id=""recipenumvotes"">8452 ratings.</span>]"
Kathirikai UrulaiKizhanghu Pachidi Recipe (Brinjals And Potatoes With Moong Dal),"[<span id=""recipenumvotes"">1337 ratings.</span>]"
Methi & Pudina Aloo Sabzi Recipe,"[<span id=""recipenumvotes"">1230 ratings.</span>]"
Ajwain Puri Recipe - Puri Flavoured With Carom Seeds,700
Chutney Podi Sadam Recipe - Rice Flavoured With Chutney Podi,700
Karwar Style Dali Ambat Ani Maska Sang Recipe-Toor Dal & Drumsticks Pod Curry,700
Chana Methi Dal Recipe - Fenugreek & Split Bengal Gram Curry,"[<span id=""recipenumvotes"">4135 ratings.</span>]"
Pan Fried Brussel Sprouts Recipe,"[<span id=""recipenumvotes"">2124 ratings.</span>]"
Mulyachi Bhaji Recipe - Goan Style Mooli Ki Sabzi,700
Andhra Style Majjige Saaru/Salla Charu Recipe (Spicy Yogurt Curry Recipe),700
Gulab Phirni Recipe - Rose Flavoured Rice Pudding Shots,700
Pudina Tambuli Recipe,"[<span id=""recipenumvotes"">1772 ratings.</span>]"
Spicy & Masaledar Aloo Gobi & Beans Tawa Sabzi Recipe,"[<span id=""recipenumvotes"">7739 ratings.</span>]"
Chamadumpa Sabzi Recipe - Andhra Style Dry Baked Masala Arbi,700
Ilish Macher Korma Recipe - Hilsa Fish Curry In Rich Gravy,700
Bhindi Masala Recipe - Bhindi Tamatar Ki Sabzi,700
Andhra Style Pachi Pulusu Recipe -Raw Tamarind Rasam,700
Aar Macher Jhol Recipe - Bengali Style Fish In Tomato Gravy,700
Badusha Recipe | Balushahi Recipe - Sweet Indian Doughnut,700
Tofu Fried Rice Recipe,"[<span id=""recipenumvotes"">3408 ratings.</span>]"
Makhana Moongphali Ki Kadhi Recipe - Navratri Fasting/Vrat Recipe,700
नुव्वुला पचड़ी रेसिपी - Nuvvula Pachadi Recipe,700
Andhra Style Kandagadda Vepudu Recipe - Yam Stir Fry Recipe,700
Lemon Rice Recipe - Elumichai Sadam/Chitranna,"[<span id=""recipenumvotes"">8964 ratings.</span>]"
Radish Leaves Pachadi Recipe,"[<span id=""recipenumvotes"">1659 ratings.</span>]"
Kashmiri Style Paneer Masala Recipe,"[<span id=""recipenumvotes"">2465 ratings.</span>]"
Suran Kofta Curry Recipe - Yam Kofta Curry,700
Kanchipuram Idlis Recipe,"[<span id=""recipenumvotes"">2810 ratings.</span>]"
Methi Lachha Paratha Recipe,"[<span id=""recipenumvotes"">1850 ratings.</span>]"
Fish Molee Recipe - Kerala Style Fish Curry,700
Ilish Pulao Recipe - Bengali Style Hilsa Fish Pilaf,"[<span id=""recipenumvotes"">2346 ratings.</span>]"
Stuffed Palak Paneer Paratha,700
Muringakka Manga Mulakushyam - Mango & Drumstick Kootu Curry,700
Smoked Dhaba Dal Recipe,"[<span id=""recipenumvotes"">4518 ratings.</span>]"
Podi Potta Pachhai Kathirikai | Brinjal Stir Fry Recipe With Curry Powder,"[<span id=""recipenumvotes"">4005 ratings.</span>]"
Cabbage & Dal Stuffed Paratha Recipe,"[<span id=""recipenumvotes"">1938 ratings.</span>]"
Thengai Paal Sadam Recipe - Coconut Milk Pulao,"[<span id=""recipenumvotes"">5682 ratings.</span>]"
Udupi Style Alsande Kayi Saaru Recipe (Long Beans Gravy Recipe),700
Goan Style Brinjal Bharta Recipe,"[<span id=""recipenumvotes"">2722 ratings.</span>]"
Dry Navratan Korma Recipe,"[<span id=""recipenumvotes"">1376 ratings.</span>]"
Tirunelveli Mor Kuzhambu Recipe,700
Karnataka Style Badanekai Yennegai Gojju Recipe (Stuffed Brinjal Recipe),700
Foxtail Millet Khichdi Recipe with Batata Aloo Nu Shaak,"[<span id=""recipenumvotes"">755 ratings.</span>]"
Pohala Jhola Recipe (Pohala Fish Curry),"[<span id=""recipenumvotes"">1291 ratings.</span>]"
Panjiri Recipe - Healthy Punjabi Dry Fruit Snack,"[<span id=""recipenumvotes"">7175 ratings.</span>]"
Peas Pulao Recipe -  North Indian Matar Pulao,"[<span id=""recipenumvotes"">4227 ratings.</span>]"
Andhra Style Tomato Cauliflower Koora Recipe,700
Spicy Rice Stuffed Paratha Recipe,"[<span id=""recipenumvotes"">3153 ratings.</span>]"
Vatanyacha Phadna Recipe - Sugar Snap Peas Stir Fry,700
Rajasthani Kachri Phali Ki Sabzi Recipe -Wild Cucumber And Beans Sabzi,700
Pudina Moong Dal Recipe (Mint Moong Dal),"[<span id=""recipenumvotes"">2393 ratings.</span>]"
Awadh Style Bakarhani Roti Recipe ( Thick Spiced Flat-Bread Recipe ),"[<span id=""recipenumvotes"">1071 ratings.</span>]"
Manathakkali Kootu Recipe,"[<span id=""recipenumvotes"">3271 ratings.</span>]"
Dondakkai / Kovakkai Poriyal Recipe - Tindora Poriyal,700
Paalkatti Chettinad Curry Recipe -Chettinad Style Paneer Kurma Recipe,700
Soya Methi Palak Ki Sabzi Recipe,"[<span id=""recipenumvotes"">3627 ratings.</span>]"
Whole Wheat Methi Garlic Naan Recipe  | Oven Method with yeast,"[<span id=""recipenumvotes"">2215 ratings.</span>]"
Sarson Ka Saag Recipe - Classic North Indian Saag Recipe,700
Andhra Gongura Pulihora Recipe | Gongura Puliyodharai | Spicy Red Roselle Leaves Rice,700
Kerala Style Chemmeen Moilee Recipe - Prawn Curry,700
Almond and Cashew Nut Mushroom Curry Recipe,700
Himachali Pahari Auriya Kaddu Recipe - Himachali Tangy Pumpkin Sabzi,700
Vazhaipoo Bajra Adai Recipe - Banana Flower & Pearl Millet Dosa,700
Lebu Lonka Murgi Recipe - Chicken With Gondhoraj Lebu & Green Chillies,700
Thayir Semiya Recipe (Curd Semiya),"[<span id=""recipenumvotes"">6908 ratings.</span>]"
Rajasthani Dal Recipe,"[<span id=""recipenumvotes"">6744 ratings.</span>]"
Broken Wheat And Green Moong Khichdi Recipe,"[<span id=""recipenumvotes"">3250 ratings.</span>]"
Matar Paneer Recipe - Paneer in Peas Gravy,700
Andhra Dondakaya Ulli Kura Karam Recipe | Andhra Kovakkai Fry,700
Spicy Haryana Style Egg Curry Recipe,"[<span id=""recipenumvotes"">2400 ratings.</span>]"
Butter Chicken Recipe - The Classic Indian Chicken Gravy,700
Chettinad Poondu Rasam Recipe | Spicy Garlic Rasam,700
Sabudana Khichdi Recipe - Sabudana Upma With Peanuts | Indian Breakfast,700
Homemade Rice Puttu Recipe | Kerala Matta Rice or Basmati Rice,700
No Onion No Garlic Black Eyed Beans Curry Recipe,"[<span id=""recipenumvotes"">2273 ratings.</span>]"
Saagwala Chicken  Recipe - Palak Chicken Curry,700
Chikkudukaya Vepudu Recipe-Broad Beans Masala Poriyal,"[<span id=""recipenumvotes"">12705 ratings.</span>]"
Kumror Chokka Recipe - Kaddu Kala Chana Sabzi | Pumpkin Chickpea Curry,700
Dahi Wale Tinda Ki Sabzi Recipe - Apple Gourd in Yogurt Curry,700
Karnataka Style Ragi Ujju Rotti Recipe,700
Bajri Ki Roti Recipe,"[<span id=""recipenumvotes"">8036 ratings.</span>]"
Beet and Avocado Chapati Recipe,700
Foxtail Millet Idli Recipe - Healthy Indian Diabetic Idli Recipe,700
Kerala Olan Recipe with Pumpkin and Black Eyed Beans - Coconut Milk Vegetable Stew,700
Kathirikai Gothsu / Gotsu Recipe - South Indian Style Spicy and Tangy Eggplant Curry,700
Meen Peera (Kerala Style Fish Recipe With Shredded Coconut),"[<span id=""recipenumvotes"">18265 ratings.</span>]"
Gujarati Methi Thepla- Spiced Indian Flat Bread with Fenugreek Leaves,700
Mutton Kola Urundai Recipe - Chettinad Mutton Keema Balls,"[<span id=""recipenumvotes"">8613 ratings.</span>]"
Puli Koozh Recipe - Rice Flour Porridge In Tamarind,"[<span id=""recipenumvotes"">691 ratings.</span>]"
Bihari Shakarkand Bhujiya Recipe - Spicy Sweet Potato Sabzi,700
Kongunadu Style Arisi Paruppu Sadam Recipe,"[<span id=""recipenumvotes"">12414 ratings.</span>]"
Jowar Atta Pyaz Thepla Recipe – Sorghum Wheat Onion Thepla,"[<span id=""recipenumvotes"">1935 ratings.</span>]"
Potala Rasa Recipe (Oriya Style Parval Sabzi),700
Homemade Easy Gulab Jamun Recipe - Delicious & Tasty,"[<span id=""recipenumvotes"">1562 ratings.</span>]"
Gujarati Sev Khamani  Recipe - Amiri Khaman | Crumbled Khaman Dhokla,700
Gujarati Sev Tameta Nu Shaak | Sev Tamatar Ki Sabzi Recipe,700
Bharwa Lauki Recipe - Stuffed Bottle Gourd,700
Bhey Vangan Saag Recipe - Sindhi Style Lotus Stem Spinach Brinjal Sabzi,"[<span id=""recipenumvotes"">1262 ratings.</span>]"
Bihari Style Kadhi Badi Recipe,"[<span id=""recipenumvotes"">7004 ratings.</span>]"
Cucumber Mor Kuzhambu Recipe (Cucumber Curry),"[<span id=""recipenumvotes"">2610 ratings.</span>]"
Kashmiri Dahi Baingan Recipe,"[<span id=""recipenumvotes"">11106 ratings.</span>]"
Pulikuthi Upperi Recipe - Spicy & Tangy Palakkad Poriyal Recipe,"[<span id=""recipenumvotes"">2289 ratings.</span>]"
Gujarati Dal Recipe - Sweet Tangy and Spicy Dal,700
Ringna No Olo Recipe - A Kathiyawadi Gujarati Style Roasted Eggplant,700
Rava Ladoo Recipe | Sooji Laddu Recipe,700
Gujarati Khatta Dhokla Recipe,700
Kaddu Simla Mirch Sabzi Recipe - Pumpkin Capsicum Sabzi,700
Paruppu Urundai Rasam Recipe - Dal Dumpling Rasam,700
The Oat and Green Moong Dal Pesarattu-Savory Lentil Crepe Recipe,"[<span id=""recipenumvotes"">6074 ratings.</span>]"
Kosamalli Recipe (Chettinad Style Brinjal and Potato Mash),"[<span id=""recipenumvotes"">2707 ratings.</span>]"
Easy Creamy Chicken Curry Recipe,"[<span id=""recipenumvotes"">6427 ratings.</span>]"
Konkani Style Vaingana Kaap Recipe - Shallow Fried Eggplant With Semolina,700
