name,popularity
Kothamalli Kozhukattai (Coriander Rice) Recipe,"[<span id=""recipenumvotes"">2891 ratings.</span>]"
Lal Bhoplyacha Bharit Recipe (Red Pumpkin Raita),"[<span id=""recipenumvotes"">3492 ratings.</span>]"
North Kanara Sweet And Sour Raw Mango Chutney Recipe,"[<span id=""recipenumvotes"">1279 ratings.</span>]"
Karela Besan Sabzi Recipe,"[<span id=""recipenumvotes"">2826 ratings.</span>]"
Andhra Style Sarva Pindi/Gine Pindi Recipe (Rice Flour and Chana Dal Flatbread Recipe),"[<span id=""recipenumvotes"">4780 ratings.</span>]"
सिंधी करेला भाजी रेसिपी - Sindhi Karela Bhaji Recipe,700
Patta Gobi Sabzi Recipe - Cabbage Tomato Sabzi,700
Raw Papaya| Apple & Carrot Salad Recipe,"[<span id=""recipenumvotes"">3858 ratings.</span>]"
Mughlai Zafrani Murg Recipe,"[<span id=""recipenumvotes"">3225 ratings.</span>]"
South Indian Style Vegetable Kurma Recipe,"[<span id=""recipenumvotes"">5573 ratings.</span>]"
Aratikaya Masala Pulusu Recipe - Raw Banana Stir Fry,700
Vaalachi Rassa Bhaaji Recipe - Maharashtrian Style Aloo And Vaal Sabzi,700
Kadai Vegetable Sabzi Recipe (Mixed Vegetable Saute with Spices),"[<span id=""recipenumvotes"">17096 ratings.</span>]"
Homemade Soft Idli Recipe - Steamed Rice and Lentil Cake,700
Drumstick Leaves Kadhi Pakora Recipe - Moringa Kadhi Pakora,700
Pita Saga Bati Basa Recipe,"[<span id=""recipenumvotes"">790 ratings.</span>]"
South Indian Style Sorakkai Kootu Recipe - Bottle Gourd Cooked with Lentils,700
Mughlai Keema Paratha Recipe,700
Angoor Raita Recipe,"[<span id=""recipenumvotes"">1657 ratings.</span>]"
Maharashtrian Green Chilli Thecha Recipe,700
Mooli Gobhi Aur Methi Sabzi Recipe,"[<span id=""recipenumvotes"">1761 ratings.</span>]"
Onion Raita Recipe - Pyaz Ka Raita Recipe,700
Instant Cucumber Pickle Recipe,"[<span id=""recipenumvotes"">6700 ratings.</span>]"
Konkani Style Dangar Recipe-Cabbage Fritters,700
Thengai Poli Recipe - Coconut Poli Recipe,700
Avarakkai Poricha Kootu Recipe - Broad Beans Kootu Recipe,"[<span id=""recipenumvotes"">6400 ratings.</span>]"
Dahi Baingan Recipe - Brinjal In Curd Based Gravy,700
Punjabi Kadhi Pakora Recipe - Delicious Punjabi Kadhi,700
Indian Tea Masala Powder,"[<span id=""recipenumvotes"">3089 ratings.</span>]"
Poha Buttermilk Idli Recipe,"[<span id=""recipenumvotes"">9088 ratings.</span>]"
Till Wale Aloo Recipe - Sesame Potato Sabzi,700
Cheesy Paneer Masala Curry Recipe,700
Brahmin Style Vegetable Kurma Recipe,700
Mini Rava Idli With Tomato Chutney Recipe,"[<span id=""recipenumvotes"">1843 ratings.</span>]"
Broccoli Malai Kofta Recipe,"[<span id=""recipenumvotes"">3006 ratings.</span>]"
Patra Ni Machi Recipe - Fish Cooked In Banana Leaf,"[<span id=""recipenumvotes"">7141 ratings.</span>]"
Chilka Roti Recipe (Jharkhand Style Rice and Lentil Roti),"[<span id=""recipenumvotes"">3903 ratings.</span>]"
Parsi Style Sekta Ni Sing Recipe-Sweet & Spicy Drumsticks Cooked In Coconut Water/Toddy Recipe),700
हैदराबादी वेजिटेबल बिरयानी रेसिपी - Hyderabadi Vegetable Biryani Recipe,700
Godhuma Rava Payasam - Dalia/Broken Wheat Payasam,700
Sprouted Green Gram Kosambari Recipe- With Pomegranates,700
Ridge Gourd Peel Chutney Recipe,"[<span id=""recipenumvotes"">4334 ratings.</span>]"
मेथी मूंग दाल रेसिपी - Methi Moong Dal Recipe,700
Achari Masala Puri Recipe,"[<span id=""recipenumvotes"">2494 ratings.</span>]"
Baby Corn Capsicum Masala Recipe,700
Karela Kadhi Recipe,"[<span id=""recipenumvotes"">1444 ratings.</span>]"
Jeera Milagu Rasam Recipe  - South Indian Pepper Cumin Rasam,"[<span id=""recipenumvotes"">7885 ratings.</span>]"
Banana Stem Poriyal Recipe With Curry Powder,700
Spicy Tomato Rice - Tomato Pulihora Recipe,"[<span id=""recipenumvotes"">1919 ratings.</span>]"
Methi And Palak Paratha Recipe,700
Chicken Xacuti Recipe - Goan Chicken Gravy,700
परवल मसाला रेसिपी - Parwal Masala Recipe,700
Ragi & Whole Wheat Halwa Recipe - Finger Millet Pudding,700
Idli Dosa Milagai Podi Recipe - South Indian Chilli Chutney Powder,700
Andhra Style Peanut Chutney Recipe With Tomatoes,"[<span id=""recipenumvotes"">15427 ratings.</span>]"
बंगाली आलू दम रेसिपी - Bengali Aloo Dum Recipe,700
Pachai Payaru Poriyal Recipe - Green Moong Sprout Poriyal,"[<span id=""recipenumvotes"">5847 ratings.</span>]"
Chow Chow Poricha Kootu Recipe,700
मिनी इडली उपमा रेसिपी - Mini Idli Upma Recipe,700
गाजर गोभी मटर सब्ज़ी रेसिपी - Carrot Cauliflower Peas Sabzi Recipe,700
Chocolate Cheese Gujiya Recipe,700
केसर पिलाफ रेसिपी - Saffron Pilaf Recipe,700
Achari Aloo Sabzi Recipe - Potatoes In Spicy Pickle Masala,700
Rava Upma Recipe With Peanuts| Peas & Corn,"[<span id=""recipenumvotes"">4009 ratings.</span>]"
Oats and Besan Cheela Recipe (High Protein Spiced Crepes),"[<span id=""recipenumvotes"">6851 ratings.</span>]"
चाउ चाउ पोरिचा कूटू रेसिपी - Chow Chow Poricha Kootu Recipe,700
Spicy And Tangy Bread Upma Recipe,"[<span id=""recipenumvotes"">4413 ratings.</span>]"
Gulab Sandesh Recipe - Cottage Cheese Flavored with Rose Water,"[<span id=""recipenumvotes"">1711 ratings.</span>]"
Vegetable Ragi & Oats Uttapam Recipe,"[<span id=""recipenumvotes"">4976 ratings.</span>]"
थक्काली रसम रेसिपी - Thakkali Rasam Recipe,700
Paneer Kalimirch Recipe (Paneer in Black Pepper flavored Gravy),"[<span id=""recipenumvotes"">6798 ratings.</span>]"
Thengai Poornam Kozhukattai / Ukadiche Modak Recipe With Rice Flour,"[<span id=""recipenumvotes"">2184 ratings.</span>]"
Ande Ka Salan Recipe - Tangy Egg Masala in Peanut Gravy,700
Egg Kothu Paratha Recipe,700
Gawar Phali Masala Sabzi Recipe - Cluster Beans Gravy Sabzi,700
